RoleID,RoleName,DutyName,,,,
HCMRECRUITER,Recruiter,Maintain worker personal identifications,,,,
HCMRECRUITER,Recruiter,Maintain screenings that workers may be required to take,,,,
HCMRECRUITER,Recruiter,Change multiple position values simultaneously,,,,
HCMRECRUITER,Recruiter,Enable recruitment process,,,,
HCMRECRUITER,Recruiter,Inquire into recruitment process,,,,
HCMRECRUITER,Recruiter,Inquire into skills data,,,,
HCMRECRUITER,Recruiter,Maintain skills,,,,
HCMRECRUITER,Recruiter,Enable skills management process,,,,
HCMRECRUITER,Recruiter,Approve worker actions,,,,
HCMRECRUITER,Recruiter,Inquire into worker actions,,,,
HCMRECRUITER,Recruiter,Maintain worker actions,,,,
HCMRECRUITER,Recruiter,View basic information about workers in the system,,,,
HCMRECRUITER,Recruiter,Inquire into workers,,,,
HCMRECRUITER,Recruiter,Maintain worker master,,,,
HCMRECRUITER,Recruiter,Enable entry and maintenance of worker Personally identifiable information,,,,
HCMRECRUITER,Recruiter,Inquire into workforce management process,,,,
HCMRECRUITER,Recruiter,View I-9 documents for expiration and inspection reports,,,,
HCMRECRUITER,Recruiter,View reason codes on lookup,,,,
HCMRECRUITER,Recruiter,Inquire into recruiting requests,,,,
HCMRECRUITER,Recruiter,Maintain recruiting requests,,,,
HCMRECRUITER,Recruiter,Maintain candidates,,,,
HCMTRAININGMANAGER,Training manager,Inquire into jobs and positions,,,,
HCMTRAININGMANAGER,Training manager,Inquire into limited worker information,,,,
HCMTRAININGMANAGER,Training manager,Inquire into organizational process,,,,
HCMTRAININGMANAGER,Training manager,Enable training process,,,,
HCMTRAININGMANAGER,Training manager,Inquire into training process,,,,
HCMTRAININGMANAGER,Training manager,View calendars,,,,
HCMTRAININGMANAGER,Training manager,Enable questionnaire process,,,,
HCMTRAININGMANAGER,Training manager,Inquire into questionnaire process,,,,
HCMTRAININGMANAGER,Training manager,Inquire into competencies associated to a person,,,,
HCMTRAININGMANAGER,Training manager,Respond to inquiries about the status of vendor 1099s,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into Absorption Costs,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain Absorption Costs,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into BOM calculations,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain inventory valuation (cur.),,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain inventory valuation,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into cost status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into cost master,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain activation of cost,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into related inventory status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into inventory valuation status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into inventory valuation policies (cur.),,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Review inventory valuation process performance (cur.),,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into inventory valuation status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Enable the lean costing process,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Configure costing data for a product,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into the cost administration workspace and refresh underlying data,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into the cost analysis workspace and refresh underlying data,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Enhanced preview for released products,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into journals and transaction status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into production cost calculations,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into general ledger policies,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into inventory status,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain production orders costing details,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into production flow master,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,View the cost management content pack in Power BI,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain costing versions,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into product management policies,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into costing policies,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Review cost process performance,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Review inventory valuation process performance,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into manufacturing costing policies,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain lean costing,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain costing sheet cache,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Enable financial reports generator,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into transfer orders using data services,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,DataValidationProjectMaintainer,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Grants access to opportunities, actions and impact within the relevant workspace and forms,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquiries into price component for sales posting,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquire into general ledger policies,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Maintain activation of base price,,,,
INVENTCOSTACCOUNTANT,Inventory accountant,Inquiries into discount claim posting,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into cost status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into related inventory status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into inventory valuation status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into inventory valuation status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Configure costing data for a product,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into the cost administration workspace,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into the cost analysis workspace,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Enhanced preview for released products,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into general ledger policies,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into the lean costing status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into cost master,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into BOM calculations,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into inventory status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into production flow master,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into production cost calculations,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into journals and transaction status,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,View the cost management content pack in Power BI,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into costing policies,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Maintain BOM calculation master,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Maintain cost master,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into product management policies,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Review cost process performance,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into lean costing reference data,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into manufacturing costing policies,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,TaxIdentificationDimensionView,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Enable financial reports generator,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into transfer orders using data services,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,DataValidationProjectMaintainer,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquiries into price component for sales posting,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquire into general ledger policies,,,,
INVENTCOSTCOSTCLERK,Inventory accountant clerk,Inquiries into discount claim posting,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into inventory case progress,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into products definition master,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into products for operations master,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into product change cases,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into demand forecasts,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into forecasts,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into supply forecasts,,,,
INVENTMATERIALSMANAGER,Materials manager,Approve inventory batch movements,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into batch merges,,,,
INVENTMATERIALSMANAGER,Materials manager,Enable the logistic process,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain inventory ownership change journals,,,,
INVENTMATERIALSMANAGER,Materials manager,Enable packing material management process,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into packing materials progress,,,,
INVENTMATERIALSMANAGER,Materials manager,View product types,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into quality control progress,,,,
INVENTMATERIALSMANAGER,Materials manager,Review quality control process performance,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into related inventory status,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into shipping progress,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into inventory status,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into items blocked for inventory updates,,,,
INVENTMATERIALSMANAGER,Materials manager,Review warehouse process performance,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into materials kanban progress,,,,
INVENTMATERIALSMANAGER,Materials manager,Enable kanban execution process,,,,
INVENTMATERIALSMANAGER,Materials manager,Enable the kanban rules management process,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into kanban schedule status,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain production flow service master,,,,
INVENTMATERIALSMANAGER,Materials manager,Review material consumption,,,,
INVENTMATERIALSMANAGER,Materials manager,Enable master scheduling process,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into planned orders,,,,
INVENTMATERIALSMANAGER,Materials manager,Approve posting of safety stock levels,,,,
INVENTMATERIALSMANAGER,Materials manager,View fiscal classification,,,,
INVENTMATERIALSMANAGER,Materials manager,View service code,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain unit of measure master,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain inventory status changes,,,,
INVENTMATERIALSMANAGER,Materials manager,Set up reservation hierarchy,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into warehouse operation progress,,,,
INVENTMATERIALSMANAGER,Materials manager,Enhanced preview for released products,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain product categorization,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into category hierarchy details,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into warehouse operation policies,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain inventory owners,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into transfer orders using data services,,,,
INVENTMATERIALSMANAGER,Materials manager,Inventory journal unlock,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into supply risk assessment,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain inventory visibility,,,,
INVENTMATERIALSMANAGER,Materials manager,DataValidationProjectCreator,,,,
INVENTMATERIALSMANAGER,Materials manager,Warehouse management integration inquire,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain migration to advanced warehouse management processes,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain non-conformance cases,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain quality order cases,,,,
INVENTMATERIALSMANAGER,Materials manager,Maintain quarantine order cases,,,,
INVENTMATERIALSMANAGER,Materials manager,Inquire into electronic batch records,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain cases,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Enhanced preview for released products,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,View basic information about workers in the system,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain batch movements,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain nonconformance corrections,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain instances of nonconformance,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain physical inventory blocking,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire into quality control master,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire into quality control reference data,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Approve quality inspections,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain quality inspection,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire into related inventory status,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain tracking dimensions master,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain inventory status changes,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire into warehouse operation progress,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain elements of CAPA management workspace,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,View and maintain flexible sampling information,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire about flexible sampling activities information,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Inquire into general calibration details,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain general calibration details,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain elements of Instrument calibration processing workspace,,,,
INVENTQUALITYCONTROLCLERK,Quality control clerk,Maintain elements of Quality order processing and inquiry workspace,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into inventory case progress,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into products definition master,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Enhanced preview for released products,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into products for operations master,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into product change cases,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,View basic information about workers in the system,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Approve inventory batch movements,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into batch merges,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Approve nonconformances,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Approve nonconformance corrections,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain quality control master,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Enable quality control process,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into quality control progress,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Review quality control process performance,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into related inventory status,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into shipping progress,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into inventory status,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into tracking dimensions master,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain inventory setup print management settings,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into reservation hierarchy,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into warehouse operation progress,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into transfer orders using data services,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inventory journal unlock,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain elements of CAPA management workspace,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into electronic batch records,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,View and maintain flexible sampling information,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire about flexible sampling activities information,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain general calibration details,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into calibration master details,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain elements of Instrument calibration processing workspace,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Approve/reopen calibrations on test instrument tags,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain calibration master details,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Inquire into general calibration details,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Maintain elements of Quality order processing and inquiry workspace,,,,
INVENTQUALITYCONTROLMANAGER,Quality control manager,Add and update CAPA email settings,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Review case process,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain cases,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain purchasing cases,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain electronic fiscal document received,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Role center URL redirection,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain batch movements,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Approve receiving operation,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain receipt operations,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain inventory registration,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Inquire into related inventory status,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain tracking dimensions master,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain materials kanban execution,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain license plate master,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Inquire into warehouse planning status,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Inquire into warehouse operation progress,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Enhanced preview for released products,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain consignment product receipt,,,,
INVENTRECEIVINGCLERK,Receiving clerk,Maintain cycle count work accept and reject buttons,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Role center URL redirection,,,,
INVENTSHIPPINGCLERK,Shipping clerk,View fiscal document,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain fiscal document texts,,,,
INVENTSHIPPINGCLERK,Shipping clerk,View fiscal document texts,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain batch movements,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Inquire into quality control progress,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Inquire into related inventory status,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Approve shipping operations,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain shipping operations,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain tracking dimensions master,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain correction of serial numbers,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain registration of unreadable serial numbers,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain materials kanban execution,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain packing slip corrections,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain license plate master,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Inquire into warehouse planning status,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Inquire into warehouse operation progress,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Enhanced preview for released products,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain release of picking requests,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain warehouse picking operations,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Bill of lading,,,,
INVENTSHIPPINGCLERK,Shipping clerk,Maintain cycle count work accept and reject buttons,,,,
JMGADVTIMEWORKER,Time registration user,Enhanced preview for released products,,,,
JMGADVTIMEWORKER,Time registration user,View basic information about workers in the system,,,,
JMGADVTIMEWORKER,Time registration user,Maintain electronic time registration,,,,
JMGMACHINEOPERATOR,Machine operator,Enhanced preview for released products,,,,
JMGMACHINEOPERATOR,Machine operator,View basic information about workers in the system,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain inventory adjustment journal entries,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain the shop floor service,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain time registration,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain production kanban execution,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain production order feedback,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain project journals and journal transactions,,,,
JMGMACHINEOPERATOR,Machine operator,Maintain resource status,,,,
JMGSHOPSUPERVISOR,Shop supervisor,View maximum quantity to report as finished,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Inquire into products for operations master,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Enhanced preview for released products,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Role center URL redirection,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Report as finished with BOM consumption,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain inventory adjustment journal entries,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain job corrections in registrations form,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Inquire into time registration workers,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Inquire into manufacturing execution progress,,,,
JMGSHOPSUPERVISOR,Shop supervisor,JmgShopSupervisorWorkspaceMaintain,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain time registration,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain time supervision,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Enable kanban execution process,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain kanban rules master,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain production order feedback,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Inquire into production orders,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain project journals and journal transactions,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Delete kanbans,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Maintain resource status,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Enable IoT Intelligence,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Manage manufacturing execution integration,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Inquire into electronic batch records,,,,
JMGSHOPSUPERVISOR,Shop supervisor,Process records generated on the manufacturing execution workloads and synchronized to the hub,,,,
LEANWATERSPIDER,Waterspider,Maintain time registration,,,,
LEANWATERSPIDER,Waterspider,Maintain materials kanban execution,,,,
LEANWATERSPIDER,Waterspider,Maintain production kanban execution,,,,
LEANWATERSPIDER,Waterspider,Maintain license plate master,,,,
LEANWATERSPIDER,Waterspider,Maintain kanban wave transactions,,,,
LEANWATERSPIDER,Waterspider,Maintain production waves,,,,
LEANWATERSPIDER,Waterspider,Enhanced preview for released products,,,,
LEDGERACCOUNTANT,Accountant,view advanced ledger entry process,,,,
LEDGERACCOUNTANT,Accountant,Maintain advance holder transactions,,,,
LEDGERACCOUNTANT,Accountant,Inquire into alcohol declaration data,,,,
LEDGERACCOUNTANT,Accountant,Maintain fixed asset budgets,,,,
LEDGERACCOUNTANT,Accountant,Manage fixed asset impairment,,,,
LEDGERACCOUNTANT,Accountant,Inquire into fixed assets,,,,
LEDGERACCOUNTANT,Accountant,Maintain fixed assets,,,,
LEDGERACCOUNTANT,Accountant,Maintain fixed asset disposal  journals,,,,
LEDGERACCOUNTANT,Accountant,Enable fixed assets process,,,,
LEDGERACCOUNTANT,Accountant,Maintain fixed asset transactions,,,,
LEDGERACCOUNTANT,Accountant,Inquire into fixed asset transaction status,,,,
LEDGERACCOUNTANT,Accountant,Maintain bank account reconciliation transactions,,,,
LEDGERACCOUNTANT,Accountant,Inquire into bank accounts master,,,,
LEDGERACCOUNTANT,Accountant,Inquire into bank account reconciliation status,,,,
LEDGERACCOUNTANT,Accountant,Enable bank management process,,,,
LEDGERACCOUNTANT,Accountant,Review bank management process performance,,,,
LEDGERACCOUNTANT,Accountant,Inquire into bank transaction status,,,,
LEDGERACCOUNTANT,Accountant,View Brazilian parameters,,,,
LEDGERACCOUNTANT,Accountant,Maintain Brazilian parameters,,,,
LEDGERACCOUNTANT,Accountant,Inquire into budget register entry status,,,,
LEDGERACCOUNTANT,Accountant,Inquire into additional information related to cash accounts,,,,
LEDGERACCOUNTANT,Accountant,Inquire into cash accounts,,,,
LEDGERACCOUNTANT,Accountant,Maintain cash accounts,,,,
LEDGERACCOUNTANT,Accountant,Inquire about cash accounts,,,,
LEDGERACCOUNTANT,Accountant,Inquire about cash journals,,,,
LEDGERACCOUNTANT,Accountant,Maintain cash journals,,,,
LEDGERACCOUNTANT,Accountant,Maintain cash journals and transactions,,,,
LEDGERACCOUNTANT,Accountant,Inquire into cash management reference data,,,,
LEDGERACCOUNTANT,Accountant,Inquire into cash transaction status,,,,
LEDGERACCOUNTANT,Accountant,Inquire into CFOP,,,,
LEDGERACCOUNTANT,Accountant,Maintain CFOP,,,,
LEDGERACCOUNTANT,Accountant,Inquire into collections status,,,,
LEDGERACCOUNTANT,Accountant,Maintain Configurator definitions and processes,,,,
LEDGERACCOUNTANT,Accountant,Inquire into credit card processing,,,,
LEDGERACCOUNTANT,Accountant,Inquire into customer consolidated invoice,,,,
LEDGERACCOUNTANT,Accountant,Inquire into customer master,,,,
LEDGERACCOUNTANT,Accountant,Inquire about payment status for customer invoices,,,,
LEDGERACCOUNTANT,Accountant,Maintain customer invoices for payment,,,,
LEDGERACCOUNTANT,Accountant,Inquire into customer invoice status,,,,
LEDGERACCOUNTANT,Accountant,Inquire into sales commissions master,,,,
LEDGERACCOUNTANT,Accountant,Inquire about customs duty data,,,,
LEDGERACCOUNTANT,Accountant,Inquire about customer overdue debt VAT journals,,,,
LEDGERACCOUNTANT,Accountant,Maintain customer overdue debt VAT journals,,,,
LEDGERACCOUNTANT,Accountant,Enable receipt electronic fiscal document process,,,,
LEDGERACCOUNTANT,Accountant,Configure electronic fiscal document,,,,
LEDGERACCOUNTANT,Accountant,NF-e issued in contingency mode,,,,
LEDGERACCOUNTANT,Accountant,Enable electronic document exchange,,,,
LEDGERACCOUNTANT,Accountant,Role center URL redirection,,,,
LEDGERACCOUNTANT,Accountant,Inquire about export VAT processing,,,,
LEDGERACCOUNTANT,Accountant,Maintain export VAT,,,,
LEDGERACCOUNTANT,Accountant,Inquire about incoming factures,,,,
LEDGERACCOUNTANT,Accountant,Maintain incoming factures,,,,
LEDGERACCOUNTANT,Accountant,Maintain outgoing factures,,,,
LEDGERACCOUNTANT,Accountant,Maintain outgoing factures,,,,
LEDGERACCOUNTANT,Accountant,Inquire about prepayment factures,,,,
LEDGERACCOUNTANT,Accountant,Maintain prepayment factures,,,,
LEDGERACCOUNTANT,Accountant,Maintain fiscal document audit,,,,
LEDGERACCOUNTANT,Accountant,View fiscal document,,,,
LEDGERACCOUNTANT,Accountant,View fiscal document models,,,,
LEDGERACCOUNTANT,Accountant,Maintain fiscal document source texts,,,,
LEDGERACCOUNTANT,Accountant,View fiscal document source texts,,,,
LEDGERACCOUNTANT,Accountant,Maintain fiscal document types,,,,
LEDGERACCOUNTANT,Accountant,Inquire fiscal document types,,,,
LEDGERACCOUNTANT,Accountant,Inquire about accounting data,,,,
LEDGERACCOUNTANT,Accountant,Inquire about fixed assets in Russia,,,,
LEDGERACCOUNTANT,Accountant,Inquire about fixed asset transactions in Russia,,,,
LEDGERACCOUNTANT,Accountant,Inquire about fixed asset journals for Russia,,,,
