RoleID,RoleName,DutyName,,,,
BOMPRODUCTDESIGNER,Product designer,Inquire into related inventory status,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain barcode master,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain product configuration model master,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain activation of product configuration model versions,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain product configuration model version,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain retail barcodes,,,,
BOMPRODUCTDESIGNER,Product designer,View fiscal classification,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain fiscal classification,,,,
BOMPRODUCTDESIGNER,Product designer,View service code,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain service code,,,,
BOMPRODUCTDESIGNER,Product designer,Set up reservation hierarchy,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain unit of measure master,,,,
BOMPRODUCTDESIGNER,Product designer,Maintain retail infocodes,,,,
BOMPRODUCTDESIGNER,Product designer,Enable unit of measure conversion validation rule,,,,
BOMPRODUCTDESIGNER,Product designer,Grants access to opportunities, actions and impact within the relevant workspace and forms,,,
BOMPRODUCTDESIGNER,Product designer,Warehouse product master data integration inquire,,,,
BOMPRODUCTDESIGNER,Product designer,Warehouse product master data integration maintain,,,,
BOMPRODUCTDESIGNER,Product designer,Inquire into electronic batch records,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Approve BOMs,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into BOM master,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enable BOM management process,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Review BOM process performance,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enable case management,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into case management policies,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Review case process,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into case progress,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into category hierarchy details,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into products for operations master,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enable the product management process,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Review release of products process performance,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into product supply policies,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enhanced preview for released products,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Approve and activate product changes,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into product change cases,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,View basic information about workers in the system,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into logistic policies,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into packing material management policies,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into packing material management reference data,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into related inventory status,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into RFID/barcode master,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Approve product configuration model version,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into product configuration model versions,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into product configuration model master,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enable product configuration modeling process,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Maintain inventory setup print management settings,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into units of measurement master,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Inquire into reservation hierarchy,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Grants access to opportunities, actions and impact within the relevant workspace and forms,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Enable unit of measure conversion validation rule,,,,
BOMPRODUCTDESIGNMANAGER,Product design manager,Warehouse product master data integration inquire,,,,
BUDGETBUDGETCLERK,Budget clerk,Maintain fixed assets budget transactions,,,,
BUDGETBUDGETCLERK,Budget clerk,Maintain fixed asset budgets,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget check errors or warnings,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget control process policies,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget control process reference data,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget process policies,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget master,,,,
BUDGETBUDGETCLERK,Budget clerk,Approve budget register entries,,,,
BUDGETBUDGETCLERK,Budget clerk,Maintain budget register entries,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into budget register entry status,,,,
BUDGETBUDGETCLERK,Budget clerk,Approve budget plans,,,,
BUDGETBUDGETCLERK,Budget clerk,Maintain budget plans,,,,
BUDGETBUDGETCLERK,Budget clerk,View budget planning configuration and processes,,,,
BUDGETBUDGETCLERK,Budget clerk,Select forecast positions,,,,
BUDGETBUDGETCLERK,Budget clerk,Maintain forecast position master,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into chart of account master,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into organizational model,,,,
BUDGETBUDGETCLERK,Budget clerk,View dimensions master,,,,
BUDGETBUDGETCLERK,Budget clerk,Inquire into general budget reservation status,,,,
BUDGETBUDGETCLERK,Budget clerk,Enable financial reports generator,,,,
BUDGETBUDGETMANAGER,Budget manager,Approve fixed assets budget entries,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain fixed assets budget transactions,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain fixed asset budgets,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into fixed assets,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into fixed asset transaction status,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget check errors or warnings,,,,
BUDGETBUDGETMANAGER,Budget manager,Enable budget control process,,,,
BUDGETBUDGETMANAGER,Budget manager,Review budget control process performance,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget control process policies,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget control process reference data,,,,
BUDGETBUDGETMANAGER,Budget manager,Enable budget process,,,,
BUDGETBUDGETMANAGER,Budget manager,Review budget process performance,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget process policies,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget master,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget master,,,,
BUDGETBUDGETMANAGER,Budget manager,Approve budget register entries,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget register entries,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into budget register entry status,,,,
BUDGETBUDGETMANAGER,Budget manager,View positions using a list page,,,,
BUDGETBUDGETMANAGER,Budget manager,Approve budget plans,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget planning Generate,,,,
BUDGETBUDGETMANAGER,Budget manager,Generate budget register entry,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget plans,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget planning configuration and processes,,,,
BUDGETBUDGETMANAGER,Budget manager,Select forecast positions,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain the Director authorization status,,,,
BUDGETBUDGETMANAGER,Budget manager,View titre,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain dimension configuration for integrating applications,,,,
BUDGETBUDGETMANAGER,Budget manager,A parameter that is used to group and sub-total the report,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into forecast positions,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain forecast position master,,,,
BUDGETBUDGETMANAGER,Budget manager,Set up position budgeting,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into chart of account master,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into journals and transaction status,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain and configure organizational model,,,,
BUDGETBUDGETMANAGER,Budget manager,Close commitments,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain commitment documents,,,,
BUDGETBUDGETMANAGER,Budget manager,Approve purchase requisitions,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into purchase requisition,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain the Director authorization status and mandat numbers,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into mandats,,,,
BUDGETBUDGETMANAGER,Budget manager,Generate DIOT declaration,,,,
BUDGETBUDGETMANAGER,Budget manager,Generate ISR report,,,,
BUDGETBUDGETMANAGER,Budget manager,View Inflation adjustment B-10,,,,
BUDGETBUDGETMANAGER,Budget manager,View dimensions master,,,,
BUDGETBUDGETMANAGER,Budget manager,Inquire into general ledger reference data,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain general budget reservations,,,,
BUDGETBUDGETMANAGER,Budget manager,Reservation type,,,,
BUDGETBUDGETMANAGER,Budget manager,Review general budget reservation process performance,,,,
BUDGETBUDGETMANAGER,Budget manager,Enable financial reports generator,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain financial reports,,,,
BUDGETBUDGETMANAGER,Budget manager,Review financial performance,,,,
BUDGETBUDGETMANAGER,Budget manager,Financial reports (Russia),,,,
BUDGETBUDGETMANAGER,Budget manager,Configure budget proposal and generate draft budget,,,,
BUDGETBUDGETMANAGER,Budget manager,EncumbranceReconciliationMainAccountSetupMaintain,,,,
BUDGETBUDGETMANAGER,Budget manager,Create the general budget reservation correction,,,,
BUDGETBUDGETMANAGER,Budget manager,BudgetTrackingWorkspaceMaintain,,,,
BUDGETBUDGETMANAGER,Budget manager,View financial insights current company,,,,
BUDGETBUDGETMANAGER,Budget manager,Maintain budget control configuration deactivation,,,,
BUDGETBUDGETMANAGER,Budget manager,Grants access to opportunities, actions and impact within the relevant workspace and forms,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into collections status,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain collections transactions,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into credit card processing,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into customer master,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into customer reference data,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain customer master,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into customer invoice status,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain periodic settlement and unsettlement,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into bill of exchange status,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into customer payments status,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain activities,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain contacts,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Collections workspace,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,View sensitive bank account information,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain tax document temporary table,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain tax document transit relation,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain relationship between mapping table and attribute table,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain tax document transaction,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain tax document,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Reverse transactions,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,View collections process automation setup,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Inquire into schedule series,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,OfficeAppCopilotForFinanceMaintain,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Maintain financial period close processes,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,Customer credit and collections,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,View payment predictor aggregate measure entities,,,,
COLLECTIONLETTERCOLLECTIONSAGENT,Collections agent,View payment predictor prediction results,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Review bank management process performance  through the role center,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable case management,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable collections process,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into collections status,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain collections transactions,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into collections policies,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into collections reference data,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain credit cards,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into credit card processing,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into credit card reference data,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Review credit cards process performance,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into customer master,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into customer reference data,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain customer master,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into customer invoice status,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into invoice and cash policies,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable invoice and cash process,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into invoice and cash reference data,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into sales commissions master,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Approve customer change proposals,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Role center URL redirection,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain periodic settlement and unsettlement,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into bill of exchange status,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into customer payments status,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into activities,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Review activity process,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into activity reference data,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Prospect turnover,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain customer deductions information,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Inquire into sales tax transaction status,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Review customer master,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain prospects,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable customer process,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain global address book master,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Collections,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Collections workspace,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View sensitive bank account information,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View sensitive vendor bank account information,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain open customer transactions,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,TaxIdentificationDimensionMaintain,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Reverse transactions,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain collections process automation setup,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain schedule series,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View results and messages,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,OfficeAppCopilotForFinanceMaintain,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable credit management,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable deductions,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Maintain deduction reasons,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Enable the process between deductions and credits,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,Customer credit and collections,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View financial period close  processes,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View payment predictor aggregate measure entities,,,,
COLLECTIONLETTERCOLLECTIONSMANAGER,Collections manager,View payment predictor prediction results,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review fixed assets process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review bank management process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review bank management process performance  through the role center,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review BOM process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review budget control process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review budget process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review case process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review credit cards process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review customer master,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review invoice and cash process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Role center URL redirection,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review absence information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review compensation information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into organizational process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review organizational information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review performance information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review questionnaire information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review recruitment information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review training information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review workforce management information,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into service event groups,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review cost process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review quality control process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review warehouse process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review payroll process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review time and attendance process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review the kanban rules management process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review kanban scheduling process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into chart of account master,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review general ledger process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into journals and transaction status,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review general ledger process performance through the role center,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into customer positive payments,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Maintain positive payments,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into vendor positive payments,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review all purchasing reports,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review purchasing reports through the role center,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review material consumption,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review production process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project control - committed cost,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project control - hour utilization,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project control - invoice control,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project control,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project control - statement,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review project transactions,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review purchase order process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into purchase requisition consolidation,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review request for quotation performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review master scheduling performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Inquire into time management process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review sales orders process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review service agreement process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review service order process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review service subscription process performance,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review activity process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review prospects,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Review campaign process,,,,
COMPANYCHIEFEXECUTIVEOFFICER,Chief executive officer,Prospect turnover,,,,
